length,cul_matl,cul_type,Soil_Drainage_Class,Soil_Moisture,Soil_pH,Soil_Elec_Conductivity,Soil_Surface_Texture,Flooding_Frequency,State,Age,Cul_rating
100.0,Corrugated Steel,Round,Well drained,23.6,8.1,1.0,Clay Loam,,3,36,4
60.0,Steel Plate,Round,Well drained,12.5,8.5,1.0,Loam,,3,57,4
50.0,High Density Polyethylene,Round,Well drained,8.4,8.5,1.0,Gravelly Clay Road,,3,7,4
50.0,High Density Polyethylene,Round,Well drained,8.4,8.5,1.0,Gravelly Clay Road,,3,7,4
50.0,High Density Polyethylene,Round,Well drained,18.3,7.4,1.0,Loam,,3,7,4
60.0,Steel Plate,Round,Well drained,21.0,6.7,1.0,Loam,,3,7,4
50.0,High Density Polyethylene,Round,Well drained,8.4,6.9,0.0,Gravelly Loam,,3,6,4
130.0,Corrugated Steel,Round,Well drained,8.1,8.3,1.0,Fine Sandy Loam,,3,23,4
166.0,High Density Polyethylene,Round,Well drained,5.4,8.2,1.0,Very Stony Fine Sandy Loam,,3,6,4
70.0,Corrugated Steel,Round,Well drained,7.6,8.3,0.9,Sandy Loam,,3,6,4
50.0,Steel Plate,Round,Somewhat poorly drained,9.5,9.2,10.5,Fine Sandy Loam,rare,3,33,4
50.0,Steel Plate,Round,Somewhat poorly drained,10.2,8.8,17.2,Silty Clay Loam,,3,21,4
55.0,Steel Plate,Round,Well drained,8.1,8.3,1.0,Fine Sandy Loam,,3,21,4
21.0,Unreinforced Concrete,Box,Well drained,17.6,8.1,0.5,Clay Loam,,1,72,4
22.0,Unreinforced Concrete,Box,Well drained,20.8,8.5,13.3,Silt Loam,,1,54,4
22.3,Unreinforced Concrete,Box,Poorly drained,16.9,8.5,2.2,Silty Clay Loam,Occasional,1,52,4
32.0,Unreinforced Concrete,Box,Well drained,12.8,7.7,2.3,Sandy Loam,,1,47,4
48.0,Unreinforced Concrete,Box,Well drained,16.9,7.7,0.7,Loam,rare,1,44,4
20.7,Steel Plate,Arch,Well drained,13.0,7.6,0.7,Loam,,1,45,4
30.0,Corrugated Steel,Round,Somewhat poorly drained,5.8,7.1,0.0,Loam,rare,1,40,4
29.8,Corrugated Steel,Round,Well drained,14.3,8.9,23.4,Loam,,1,39,4
43.6,Unreinforced Concrete,Box,Well drained,23.2,8.5,7.0,Clay Loam,,1,29,4
21.0,Unreinforced Concrete,Box,Well drained,10.5,7.2,0.0,Sandy Loam,,1,29,4
43.7,Unreinforced Concrete,Box,Well drained,14.3,8.9,23.4,Loam,,1,25,4
21.0,Unreinforced Concrete,Box,Well drained,15.8,8.2,0.5,Loam,,1,23,4
37.4,Unreinforced Concrete,Box,Somewhat excessively drained,4.8,7.0,0.0,Loamy Sand,,1,23,4
26.8,Reinforced Concrete,Box,Well drained,11.6,7.5,0.0,Loam,,1,23,4
22.0,Unreinforced Concrete,Box,Well drained,6.3,7.9,0.0,Fine Sandy Loam,,1,23,4
31.0,Unreinforced Concrete,Box,Well drained,11.0,7.9,0.0,Loam,,1,22,4
32.0,Reinforced Concrete,Box,Well drained,13.4,7.7,0.3,Silt Loam,,1,21,4
41.0,Unreinforced Concrete,Box,Well drained,20.2,8.3,9.1,Silty Clay Loam,,1,20,4
20.1,Unreinforced Concrete,Box,Well drained,18.9,7.9,2.0,Clay Loam,Occasional,1,19,4
21.0,Unreinforced Concrete,Box,Well drained,12.9,8.0,0.1,Sandy Loam,,1,18,4
40.8,Unreinforced Concrete,Box,Well drained,12.0,7.9,5.6,Loam,,1,17,4
24.0,Steel Plate,Arch,Well drained,19.3,7.1,0.0,Gravelly Loam,,1,19,4
25.0,Unreinforced Concrete,Box,Somewhat poorly drained,18.7,7.8,0.8,Clay Loam,rare,1,14,4
20.8,Reinforced Concrete,Box,Somewhat excessively drained,1.9,5.8,0.0,Cobbly Silt Loam,,1,14,4
25.4,Steel Plate,Arch,Well drained,4.8,6.5,0.0,Very Gravelly Sandy Loam,,1,13,4
24.0,Steel Plate,Arch,Well drained,11.0,6.7,0.0,Sandy Loam,,1,12,4
34.7,Unreinforced Concrete,Arch,Well drained,5.6,8.2,1.0,Gravelly Loam,,1,11,4
43.0,Reinforced Concrete,Box,Well drained,12.8,7.7,2.3,Sandy Loam,,1,11,4
20.0,Reinforced Concrete,Box,Well drained,15.4,8.1,2.8,Loam,,1,11,4
62.0,Unreinforced Concrete,Box,Well drained,10.5,7.2,0.0,Sandy Loam,,1,10,4
20.7,Unreinforced Concrete,Box,Well drained,13.4,8.3,2.8,Silt Loam,,1,9,4
32.8,Unreinforced Concrete,Box,Well drained,13.5,8.4,0.8,Silt Loam,,1,7,4
24.4,Unreinforced Concrete,Box,Well drained,14.4,8.2,1.8,Loam,,1,7,4
53.0,Unreinforced Concrete,Box,Well drained,13.3,8.2,1.0,Clay Loam,,1,7,4
40.0,Unreinforced Concrete,Arch,Poorly drained,8.3,7.1,0.0,Variable,Occasional,1,5,4
222.0,Corrugated Steel,Round,Well drained,20.1,6.7,0.0,Silt Loam,,4,37,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,24.5,7.0,0.0,Silt Clay Loam,Rare,4,3,4
40.0,Poly Vinyl Chloride,Round,Very poorly drained,28.8,7.0,0.0,Silty Clay,,4,0,4
40.0,Poly Vinyl Chloride,Round,Well drained,15.7,7.0,0.0,Silt Loam,Occasional ,4,7,4
43.0,Reinforced Concrete,Box,Somewhat poorly drained,11.7,5.7,0.0,Silt Loam,Occasional ,4,81,4
271.0,Corrugated Steel,Round,Somewhat poorly drained,17.7,5.9,0.0,Silt Loam,,4,51,4
50.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,20.4,7.3,0.0,Silt Loam,,4,5,4
198.0,Corrugated Steel,Round,Well drained,7.4,5.9,0.0,Loam,,4,50,4
31.0,Poly Vinyl Chloride,Round,Moderately well drained,15.1,5.2,0.0,Silt Loam,,4,9,4
171.0,Corrugated Steel,Round,Well drained,16.7,6.4,0.0,Silt Loam,,4,51,4
40.0,Corrugated Steel,Round,Somewhat poorly drained,11.1,5.5,0.0,Silt Loam,Frequent,4,32,4
153.0,Reinforced Concrete,Round,Well drained,12.4,7.2,0.0,Silty Clay Loam,Occasional ,4,69,4
202.0,Reinforced Concrete,Round,Well drained,7.6,5.5,0.0,Silt Loam,Frequent,4,49,4
92.0,Corrugated Steel,Round,Well drained,15.7,7.0,0.0,Silt Loam,Occasional ,4,58,4
42.0,Poly Vinyl Chloride,Round,Well drained,9.7,5.5,0.0,Silt Loam,,4,18,4
334.0,Corrugated Steel,Round,Moderately well drained,19.5,6.1,0.0,Silt Clay Loam,,4,40,4
338.0,Corrugated Steel,Round,Well drained,9.3,7.9,0.0,Silt Loam,Occasional ,4,46,4
50.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,21,4
110.0,Steel Plate,Round,Moderately well drained,15.1,5.2,0.0,Silt Loam,,4,66,4
57.0,Corrugated Steel,Round,Well drained,24.8,5.5,0.0,Silty Clay Loam,,4,49,4
110.0,Corrugated Steel,Round,Poorly drained,18.3,5.4,0.0,Silt Loam,,4,40,4
60.0,Poly Vinyl Chloride,Round,Well drained,15.7,7.4,0.0,Silt Loam,,4,15,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,15.8,5.8,0.0,Silty Loam,Rare,4,30,4
116.0,Reinforced Concrete,Round,Very poorly drained,0.9,1.1,0.0,Silty Clay Loam,,4,48,4
47.0,Poly Vinyl Chloride,Round,Moderately well drained,11.8,6.2,0.0,Silt Loam,,4,6,4
42.0,Poly Vinyl Chloride,Round,Poorly drained,18.3,5.4,0.0,Silt Loam,,4,30,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,13.7,6.7,0.0,Silt Loam,Frequent,4,1,4
42.0,Poly Vinyl Chloride,Round,Well drained,5.9,5.3,0.0,Silt Loam,Occasional ,4,65,4
40.0,Poly Vinyl Chloride,Round,Well drained,15.7,6.3,0.0,Silt Loam,,4,6,4
55.0,Poly Vinyl Chloride,Round,Well drained,16.7,7.4,0.0,Silt Loam,,4,17,4
180.0,Reinforced Concrete,Round,Well drained,12.0,6.5,0.0,Silt Loam,,4,48,4
331.0,Corrugated Steel,Round,Well drained,13.0,5.3,0.0,Silt Loam,,4,48,4
32.0,Poly Vinyl Chloride,Round,Moderately well drained,16.1,5.4,0.0,Silt Loam,,4,23,4
40.0,Corrugated Steel,Round,Well drained,14.9,7.0,0.0,Silt Loam,Frequent,4,28,4
134.0,Reinforced Concrete,Round,Somewhat poorly drained,19.8,7.1,0.0,Silt Loam,,4,67,4
230.0,Reinforced Concrete,Round,Somewhat poorly drained,19.8,7.0,0.0,Silt Loam,,4,53,4
32.0,Poly Vinyl Chloride,Round,Well drained,9.3,6.2,0.0,Silt Loam,,4,82,4
40.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,21,4
101.0,Poly Vinyl Chloride,Round,Poorly drained,15.5,6.3,0.0,Silt Loam,Rare,4,14,4
296.0,Corrugated Steel,Round,Excessively drained,3.2,7.8,0.0,Loam,,4,50,4
54.0,Corrugated Steel,Arch,Well drained,14.9,6.9,0.0,Silt Loam,Occasional ,4,65,4
49.0,Poly Vinyl Chloride,Round,Well drained,21.4,5.5,0.0,Silt Loam,,4,50,4
91.0,Poly Vinyl Chloride,Round,Well drained,6.1,1.7,0.0,Loam,,4,7,4
79.0,Reinforced Concrete,Round,Well drained,18.2,6.4,0.0,Silt Loam,,4,52,4
60.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,8.4,5.3,0.0,Silt Loam,Frequent,4,9,4
48.0,Poly Vinyl Chloride,Round,Well drained,13.3,5.1,0.0,Silt Loam,,4,91,4
50.0,Corrugated Steel,Round,Very poorly drained,20.9,6.7,0.0,Silty Clay Loam,,4,26,4
35.0,Poly Vinyl Chloride,Round,Well drained,8.7,5.3,0.0,Loam,,4,5,4
60.0,Poly Vinyl Chloride,Round,Well drained,16.1,5.0,0.0,Silt Loam,,4,6,4
92.0,Reinforced Concrete,Round,Poorly drained,20.7,6.7,0.0,Silt Loam,,4,54,4
40.0,Poly Vinyl Chloride,Round,Well drained,14.6,6.5,0.0,Silt Loam,Frequent,4,9,4
235.0,Corrugated Steel,Round,Moderately well drained,13.7,5.1,0.0,Slighlty Decomposed Plant Material,,4,18,4
300.0,High Density Polyethylene,Round,Well drained,7.0,5.1,0.0,Silt Loam,,4,120,4
60.0,Poly Vinyl Chloride,Round,Well drained,23.0,6.4,0.0,Slighlty Decomposed Plant Material,,4,12,4
40.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,13,4
40.0,Poly Vinyl Chloride,Round,Well drained,14.0,4.8,0.0,Silt Loam,,4,12,4
115.0,Reinforced Concrete,Round,Well drained,23.4,6.2,0.0,Silt Loam,,4,54,4
50.0,Corrugated Steel,Arch,Well drained,11.1,4.6,0.0,Silt Loam,,4,68,4
48.0,Poly Vinyl Chloride,Round,Well drained,14.9,5.0,0.0,Silt Loam,,4,6,4
46.0,Reinforced Concrete,Box,Well drained,9.2,5.9,0.0,Silt Loam,,4,83,4
110.0,Poly Vinyl Chloride,Round,Poorly drained,15.9,5.4,0.0,Silt Loam,,4,35,4
61.0,Reinforced Concrete,Box,Somewhat poorly drained,13.7,6.7,0.0,Silt Loam,Frequent,4,24,4
101.0,Poly Vinyl Chloride,Round,Very poorly drained,21.6,6.8,0.0,Silty Clay Loam,,4,24,4
40.0,Poly Vinyl Chloride,Round,Well drained,14.6,6.5,0.0,Silt Loam,Frequent,4,8,4
60.0,Poly Vinyl Chloride,Round,Well drained,15.2,6.7,0.0,Silt Loam,,4,3,4
50.0,Corrugated Steel,Round,Somewhat poorly drained,8.4,5.3,0.0,Silt Loam,Frequent,4,42,4
54.0,Corrugated Steel,Round,Well drained,14.5,5.2,0.0,Silt Loam,,4,31,4
57.0,Reinforced Concrete,Round,Well drained,14.6,6.5,0.0,Silt Loam,,4,82,4
72.0,Poly Vinyl Chloride,Round,Well drained,3.8,4.6,0.0,Coarse Sandy Loam,,4,36,4
54.0,Poly Vinyl Chloride,Round,Moderately well drained,15.5,5.9,0.0,Silt Loam,,4,14,4
56.0,Corrugated Steel,Arch,Moderately well drained,15.8,6.3,0.0,Silt Loam,,4,62,4
60.0,Poly Vinyl Chloride,Round,Well drained,18.5,5.5,0.0,Silt Loam,,4,7,4
50.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,26.3,6.2,0.0,Silty Clay,Frequent,4,0,4
260.0,Poly Vinyl Chloride,Round,Moderately well drained,19.7,6.9,0.0,Silt Loam,,4,2,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,17.7,6.1,0.0,Silt Loam,,4,5,4
145.0,Reinforced Concrete,Round,Moderately well drained,15.1,5.2,0.0,Silt Loam,,4,48,4
38.0,Poly Vinyl Chloride,Round,Well drained,6.5,6.1,0.0,Silt Loam,,4,19,4
110.0,Corrugated Steel,Round,Somewhat poorly drained,15.6,6.9,0.0,Silt Loam,Occasional ,4,19,4
42.0,Corrugated Steel,Round,Moderately well drained,16.1,5.4,0.0,Silt Loam,,4,54,4
160.0,Corrugated Steel,Round,Well drained,23.9,6.5,0.0,Silty Clay Loam,,4,47,4
40.0,Corrugated Steel,Round,Moderately well drained,17.7,6.1,0.0,Silt Loam,,4,20,4
155.0,Corrugated Steel,Round,Well drained,11.7,4.8,0.0,Slighlty Decomposed Plant Material,,4,57,4
185.0,Corrugated Steel,Arch,Well drained,5.6,4.6,0.0,Silt Loam,Frequent,4,49,4
40.0,Poly Vinyl Chloride,Round,Very poorly drained,19.7,5.3,0.0,Silt Loam,Frequent,4,7,4
102.0,Corrugated Steel,Round,Well drained,10.1,4.9,0.0,Moderately Decomposed Plant Material,,4,59,4
57.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,21.2,6.8,0.0,Silt Loam,,4,1,4
80.0,Corrugated Steel,Round,Somewhat poorly drained,24.9,7.0,0.0,Silty Clay Loam,Rare,4,18,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,15.1,5.2,0.0,Silt Loam,,4,11,4
410.0,Corrugated Steel,Round,Well drained,6.0,5.0,0.0,Sandy Loam,,4,58,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,17.8,6.2,0.0,Silt Loam,,4,0,4
30.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,13,4
41.0,Reinforced Concrete,Round,Moderately well drained,16.3,6.5,0.0,Silt Loam,,4,95,4
38.0,Poly Vinyl Chloride,Round,Well drained,11.7,4.8,0.0,Slighlty Decomposed Plant Material,,4,60,4
148.0,Corrugated Steel,Round,Well drained,23.0,6.4,0.0,Slighlty Decomposed Plant Material,,4,13,4
30.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,11,4
40.0,Poly Vinyl Chloride,Round,Well drained,10.6,4.6,0.0,Silt Loam,,4,30,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,17.7,6.1,0.0,Silt Loam,,4,9,4
260.0,Corrugated Steel,Round,Well drained,24.8,5.6,0.0,Silt Loam,,4,55,4
30.0,Poly Vinyl Chloride,Round,Well drained,21.9,4.9,0.0,Slighlty Decomposed Plant Material,,4,12,4
33.0,Poly Vinyl Chloride,Round,Well drained,19.1,7.0,0.0,Silty Clay,,4,8,4
350.0,Corrugated Steel,Round,Well drained,20.1,6.7,0.0,Silt Loam,,4,37,4
53.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,21,4
40.0,Poly Vinyl Chloride,Round,Well drained,10.6,6.5,0.0,Silt Loam,Frequent,4,21,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,16.0,7.2,0.0,Silt Loam,,4,23,4
64.0,Corrugated Steel,Round,Well drained,10.6,6.5,0.0,Silt Loam,Frequent,4,44,4
143.0,Reinforced Concrete,Round,Somewhat poorly drained,17.7,5.9,0.0,Silt Loam,,4,69,4
52.0,Corrugated Steel,Round,Somewhat poorly drained,16.8,5.2,0.0,Silt Loam,,4,63,4
40.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,20,4
50.0,Poly Vinyl Chloride,Round,Moderately well drained,19.5,6.4,0.0,Silty Clay Loam,,4,14,4
130.0,Corrugated Steel,Round,Well drained,24.8,5.6,0.0,Silt Loam,,4,55,4
59.0,Corrugated Steel,Round,Well drained,19.1,7.0,0.0,Silty Clay,,4,54,4
32.0,Poly Vinyl Chloride,Round,Well drained,11.7,4.5,0.0,Silt Loam,,4,4,4
31.0,Poly Vinyl Chloride,Round,Well drained,18.6,5.5,0.0,Silt Loam,,4,16,4
129.0,Corrugated Steel,Round,Somewhat poorly drained,13.2,7.2,0.0,Silt Loam,Occasional ,4,51,4
36.0,Corrugated Steel,Round,Well drained,22.1,4.9,0.0,Silty Clay Loam,,4,37,4
40.0,Poly Vinyl Chloride,Round,Well drained,14.8,5.2,0.0,Silt Loam,,4,77,4
46.0,Corrugated Steel,Round,Moderately well drained,17.7,6.1,0.0,Silt Loam,,4,46,4
40.0,Corrugated Steel,Round,Well drained,14.0,4.8,0.0,Silt Loam,,4,35,4
45.0,Poly Vinyl Chloride,Round,Well drained,9.0,5.0,0.0,Slighlty Decomposed Plant Material,,4,22,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,19.2,6.2,0.0,Silt Loam,,4,22,4
80.0,Corrugated Steel,Round,Very poorly drained,20.9,6.7,0.0,Silty Clay Loam,,4,9,4
158.0,Poly Vinyl Chloride,Round,Well drained,12.9,6.4,0.0,Silt Loam,,4,13,4
75.0,High Density Polyethylene,Round,Well drained,22.5,7.2,0.0,Silty Clay Loam,,4,27,4
260.0,Corrugated Steel,Round,Moderately well drained,19.2,6.3,0.0,Silt Loam,,4,17,4
50.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,8.4,5.3,0.0,Silt Loam,Frequent,4,12,4
40.0,Poly Vinyl Chloride,Round,Well drained,23.0,6.4,0.0,Slighlty Decomposed Plant Material,,4,21,4
80.0,Poly Vinyl Chloride,Round,Well drained,11.1,4.6,0.0,Silt Loam,,4,2,4
60.0,Poly Vinyl Chloride,Round,Moderately well drained,16.3,6.5,0.0,Silt Loam,,4,9,4
68.0,Corrugated Steel,Round,Well drained,15.4,7.1,0.0,Silt Loam,,4,81,4
50.0,Poly Vinyl Chloride,Round,Well drained,13.1,5.3,0.0,Silt Loam,,4,15,4
50.0,Reinforced Concrete,Box,Somewhat poorly drained,17.0,5.5,0.0,Silt Loam,Occasional ,4,85,4
60.0,Corrugated Steel,Round,Moderately well drained,18.7,6.4,0.0,Silt Loam,,4,29,4
42.0,Reinforced Concrete,Box,Well drained,16.7,7.4,0.0,Silt Loam,,4,102,4
30.0,Corrugated Steel,Round,Well drained,19.4,7.0,0.0,Silty Clay,,4,8,4
249.0,Corrugated Steel,Round,Well drained,19.6,7.2,0.0,Silt Loam,,4,32,4
472.0,Corrugated Steel,Round,Well drained,23.4,6.8,0.0,Silty Clay Loam,,4,46,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,19.1,6.1,0.0,Silt Loam,,4,19,4
40.0,Poly Vinyl Chloride,Round,Well drained,5.5,4.6,0.0,Loam,Occasional ,4,16,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,13.7,6.7,0.0,Silt Loam,Frequent,4,1,4
38.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,13,4
50.0,Poly Vinyl Chloride,Round,Well drained,13.3,5.3,0.0,Gravelly Loam,,4,21,4
44.0,Corrugated Steel,Round,Poorly drained,12.1,6.7,0.0,Silt Loam,Frequent,4,54,4
44.0,Corrugated Steel,Round,Moderately well drained,19.3,5.5,0.0,Silt Loam,,4,55,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,17.0,5.5,0.0,Silt Loam,Occasional ,4,26,4
48.0,Reinforced Concrete,Round,Very poorly drained,21.6,6.8,0.0,Silty Clay Loam,,4,21,4
38.0,Poly Vinyl Chloride,Round,Well drained,10.6,6.5,0.0,Silt Loam,Frequent,4,13,4
70.0,Poly Vinyl Chloride,Round,Moderately well drained,19.3,6.0,0.0,Silt Loam,,4,7,4
64.0,Corrugated Steel,Ellipse/Squashed,Poorly drained,18.3,5.4,0.0,Silt Loam,,4,57,4
164.0,Corrugated Steel,Round,Poorly drained,18.3,5.4,0.0,Silt Loam,,4,42,4
60.0,Corrugated Steel,Round,Moderately well drained,17.7,6.1,0.0,Silt Loam,,4,29,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,12.5,6.9,0.0,Silt Loam,Occasional ,4,23,4
220.0,Reinforced Concrete,Round,Very poorly drained,22.1,7.2,0.0,Silty Clay Loam,,4,53,4
233.0,Corrugated Steel,Round,Well drained,14.5,5.2,0.0,Silt Loam,,4,13,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,18.3,6.1,0.0,Silt Loam,,4,2,4
40.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,21,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,20.4,4.5,0.0,Silt Loam,,4,10,4
50.0,Poly Vinyl Chloride,Round,Well drained,20.3,5.6,0.0,Silty Clay Loam,,4,75,4
100.0,Steel Plate,Round,Well drained,14.6,6.5,0.0,Silt Loam,Frequent,4,0,4
42.0,Reinforced Concrete,Box,Moderately well drained,15.1,5.2,0.0,Silt Loam,,4,89,4
40.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,13,4
55.0,Corrugated Steel,Round,Moderately well drained,7.1,5.3,0.0,Silt Loam,Frequent,4,61,4
50.0,Corrugated Steel,Round,Well drained,10.0,4.9,0.0,Slighlty Decomposed Plant Material,,4,54,4
36.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,17.0,5.3,0.0,Silt Loam,Occasional ,4,18,4
40.0,Poly Vinyl Chloride,Round,Moderately well drained,22.3,5.8,0.0,Silt Loam,,4,11,4
70.0,Poly Vinyl Chloride,Round,Moderately well drained,16.3,6.5,0.0,Silt Loam,,4,9,4
99.0,Poly Vinyl Chloride,Round,Moderately well drained,12.7,5.0,0.0,Silt Loam,,4,27,4
40.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,13.7,6.7,0.0,Silt Loam,Frequent,4,1,4
319.0,Corrugated Steel,Round,Somewhat poorly drained,19.8,7.1,0.0,Silt Loam,,4,62,4
90.0,Reinforced Concrete,Ellipse/Squashed,Poorly drained,15.6,6.7,0.0,Silt Loam,Frequent,4,61,4
132.0,High Density Polyethylene,Round,Well drained,3.8,4.7,0.0,Channery Loam,,4,54,4
60.0,Poly Vinyl Chloride,Round,Moderately well drained,13.6,6.5,0.0,Silt Loam,Occasional ,4,18,4
188.0,Corrugated Steel,Round,Well drained,14.9,6.9,0.0,Silt Loam,Occasional ,4,65,4
45.0,Steel Plate,Round,Somewhat poorly drained,13.7,6.7,0.0,Silt Loam,Frequent,4,8,4
95.0,Steel Plate,Round,Well drained,9.7,5.5,0.0,Silt Loam,,4,60,4
40.0,Poly Vinyl Chloride,Round,Well drained,12.6,5.0,0.0,Silt Loam,,4,10,4
378.0,Corrugated Steel,Round,Well drained,22.9,6.4,0.0,Slighlty Decomposed Plant Material,,4,17,4
50.0,Corrugated Steel,Arch,Well drained,20.3,6.5,0.0,Silt Loam,,4,58,4
48.0,Reinforced Concrete,Box,Well drained,7.5,4.6,0.0,Loam,,4,93,4
217.0,Reinforced Concrete,Round,Moderately well drained,30.5,6.0,0.0,Silty Clay Loam,,4,48,4
48.0,Corrugated Steel,Round,Somewhat poorly drained,19.8,7.1,0.0,Silt Loam,,4,54,4
87.0,Corrugated Steel,Round,Moderately well drained,30.5,6.0,0.0,Silty Clay Loam,,4,59,4
88.0,Corrugated Steel,Round,Well drained,17.4,6.7,0.0,Silt Loam,,4,43,4
40.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,13,4
302.0,Corrugated Steel,Round,Well drained,11.9,5.4,0.0,Silt Loam,,4,49,4
40.0,Poly Vinyl Chloride,Round,Well drained,10.9,5.1,0.0,Silt Loam,,4,12,4
242.0,Corrugated Steel,Round,Moderately well drained,16.3,6.5,0.0,Silt Loam,,4,19,4
90.0,Corrugated Steel,Round,Poorly drained,12.1,6.7,0.0,Silt Loam,Frequent,4,13,4
489.0,Reinforced Concrete,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,57,4
48.0,Poly Vinyl Chloride,Round,Moderately well drained,17.8,4.9,0.0,Silt Loam,,4,22,4
60.0,Poly Vinyl Chloride,Round,Well drained,21.3,6.6,0.0,Silt Loam,,4,8,4
60.0,Poly Vinyl Chloride,Round,Well drained,16.7,7.4,0.0,Silt Loam,,4,4,4
40.0,Poly Vinyl Chloride,Round,Well drained,21.1,5.4,0.0,Silt Loam,,4,19,4
34.0,Poly Vinyl Chloride,Round,Well drained,11.8,5.0,0.0,Silt Loam,,4,13,4
120.0,Corrugated Steel,Round,Well drained,19.1,7.0,0.0,Silty Clay,,4,49,4
60.0,Poly Vinyl Chloride,Round,Well drained,11.3,4.8,0.0,Silt Loam,,4,0,4
82.0,Corrugated Steel,Round,Moderately well drained,13.4,4.7,0.0,Silt Loam,,4,61,4
114.0,Corrugated Steel,Round,Moderately well drained,17.8,4.9,0.0,Silt Loam,,4,42,4
95.0,Corrugated Steel,Round,Well drained,8.9,7.2,0.0,Silt Loam,Rare,4,47,4
132.0,Corrugated Steel,Round,Somewhat poorly drained,19.8,7.1,0.0,Silt Loam,,4,7,4
54.0,Poly Vinyl Chloride,Round,Very poorly drained,21.6,6.8,0.0,Silty Clay Loam,,4,2,4
50.0,Corrugated Steel,Round,Well drained,11.4,7.6,0.0,Silt Loam,,4,35,4
80.0,Poly Vinyl Chloride,Round,Somewhat poorly drained,16.7,6.3,0.0,Silt Loam,,4,16,4
50.0,Poly Vinyl Chloride,Round,Well drained,14.6,6.5,0.0,Silt Loam,Frequent,4,8,4
40.0,Poly Vinyl Chloride,Round,Poorly drained,18.3,5.4,0.0,Silt Loam,,4,36,4
40.0,Corrugated Steel,Round,Moderately well drained,14.0,4.8,0.0,Silt Loam,,4,54,4
48.0,Poly Vinyl Chloride,Round,Well drained,14.6,6.5,0.0,Silt Loam,Frequent,4,16,4
21.0,Reinforced Concrete,Box,Well drained,12.1,6.3,0.0,Silt Loam,,4,63,4
47.0,Reinforced Concrete,Box,Well drained,14.0,4.8,0.0,Silt Loam,,4,91,4
40.0,Poly Vinyl Chloride,Round,Well drained,7.8,4.8,0.0,Silt Loam,Frequent,4,13,4
98.0,Poly Vinyl Chloride,Round,Well drained,11.6,6.7,0.0,Loam,,4,18,4
60.0,Poly Vinyl Chloride,Round,Well drained,11.7,4.8,0.0,Slighlty Decomposed Plant Material,,4,27,4
50.0,Poly Vinyl Chloride,Round,Well drained,15.1,5.0,0.0,Silt Loam,,4,11,4
50.0,Poly Vinyl Chloride,Round,Well drained,6.0,5.0,0.0,Sandy Loam,,4,16,4
65.0,Poly Vinyl Chloride,Round,Well drained,12.1,6.3,0.0,Silt Loam,,4,21,4
70.0,Poly Vinyl Chloride,Round,Well drained,9.3,4.6,0.0,Moderately Decomposed Plant Material,,4,12,4
40.0,Poly Vinyl Chloride,Round,Well drained,9.0,5.0,0.0,Slighlty Decomposed Plant Material,,4,8,4
178.0,Reinforced Concrete,Round,Well drained,23.4,6.2,0.0,Silt Loam,,4,46,4
176.0,Corrugated Steel,Round,Well drained,9.4,6.6,0.0,Silt Loam,Frequent,4,54,4
